vm_id,decision_timestamp,current_cpu,predicted_cpu_t5m,predicted_cpu_t10m,predicted_cpu_t15m,predicted_cpu_t30m,predicted_cpu_t45m,predicted_cpu_t60m,predicted_mean_cpu,predicted_peak_cpu,predicted_std_cpu,volatility_score,risk_score,risk_state
VM_003,1378779900,3.7333,3.3993,3.3793,3.2974,3.3848,3.3989,3.2118,3.3667,3.4619,0.0611,0.1581,0.0499,MEDIUM
VM_003,1378780200,3.4333,3.3411,3.3133,3.2464,3.491,3.5502,3.3865,3.4401,3.6089,0.1233,0.1571,0.063,MEDIUM
VM_003,1378780500,3.3667,3.3087,3.3466,3.3033,3.4352,3.4575,3.3101,3.4004,3.5107,0.076,0.1605,0.0451,MEDIUM
VM_003,1378780800,3.6333,3.3612,3.3906,3.354,3.4776,3.4468,3.2974,3.4177,3.497,0.0575,0.1578,0.0439,MEDIUM
VM_003,1378781100,3.4333,3.3508,3.4682,3.4528,3.4116,3.4332,3.4135,3.4401,3.5627,0.0557,0.1585,0.0454,MEDIUM
VM_003,1378781400,3.3667,3.3607,3.4538,3.4348,3.4889,3.4842,3.388,3.4712,3.5646,0.0577,0.1606,0.0447,MEDIUM
VM_003,1378781700,3.6667,3.4099,3.4433,3.3778,3.3716,3.4168,3.3567,3.4094,3.5177,0.0529,0.1591,0.0394,MEDIUM
VM_003,1378782000,3.3667,3.3893,3.4686,3.4264,3.3967,3.471,3.464,3.4503,3.6132,0.072,0.1617,0.0486,MEDIUM
VM_003,1378782300,3.2,3.364,3.436,3.3785,3.4029,3.4756,3.4054,3.4364,3.5792,0.0675,0.1736,0.0484,MEDIUM
VM_003,1378782600,3.6333,3.4476,3.4628,3.3866,3.3583,3.4742,3.4699,3.4448,3.6175,0.0844,0.1746,0.0531,MEDIUM
VM_003,1378782900,3.4667,3.3265,3.392,3.3513,3.4197,3.4534,3.4064,3.42,3.5601,0.0704,0.1746,0.05,MEDIUM
VM_003,1378783200,3.2667,3.3488,3.3899,3.3128,3.4366,3.4755,3.381,3.4289,3.5863,0.0801,0.1808,0.0555,MEDIUM
VM_003,1378783500,3.5333,3.3445,3.4055,3.3526,3.4025,3.402,3.3224,3.3989,3.4948,0.0485,0.1796,0.0434,MEDIUM
VM_003,1378783800,3.2333,3.2874,3.3564,3.309,3.435,3.4477,3.3364,3.3994,3.5256,0.0719,0.1844,0.0518,MEDIUM
VM_003,1378784100,3.4,3.3212,3.3944,3.3299,3.3968,3.4055,3.296,3.3842,3.4873,0.0541,0.1844,0.0463,MEDIUM
VM_003,1378784400,3.7,3.3816,3.4702,3.4124,3.3876,3.3961,3.3641,3.412,3.4999,0.0496,0.1873,0.0423,MEDIUM
VM_003,1378784700,3.3333,3.3528,3.4379,3.3751,3.3337,3.4104,3.4288,3.399,3.5628,0.0748,0.1883,0.0551,MEDIUM
VM_003,1378785000,3.3,3.4151,3.5091,3.431,3.3583,3.4447,3.4586,3.4405,3.5972,0.0743,0.1513,0.0509,MEDIUM
VM_003,1378785300,3.5667,3.4266,3.4963,3.4159,3.3093,3.3699,3.3909,3.3993,3.5366,0.0755,0.1527,0.0492,MEDIUM
VM_003,1378785600,3.3333,3.3981,3.4813,3.4133,3.3189,3.4335,3.4676,3.4233,3.6216,0.0892,0.1548,0.0565,MEDIUM
VM_003,1378785900,3.4,3.3588,3.4229,3.3097,3.3349,3.4295,3.3311,3.3841,3.5313,0.0729,0.1541,0.0461,MEDIUM
VM_003,1378786200,3.6667,3.3941,3.4353,3.3368,3.3575,3.4032,3.3054,3.3905,3.5037,0.0579,0.1541,0.0432,MEDIUM
VM_003,1378786500,3.3667,3.2931,3.353,3.259,3.3175,3.3891,3.3082,3.3427,3.4909,0.0717,0.1551,0.0473,MEDIUM
VM_003,1378786800,3.4667,3.3423,3.3964,3.3033,3.4121,3.4245,3.2677,3.3883,3.478,0.0632,0.1548,0.0447,MEDIUM
VM_003,1378787100,3.7667,3.3841,3.47,3.39,3.3701,3.3828,3.321,3.3958,3.492,0.0529,0.1575,0.0404,MEDIUM
VM_003,1378787400,3.4333,3.3255,3.4396,3.3815,3.4556,3.451,3.3397,3.4224,3.5104,0.0564,0.1575,0.0421,MEDIUM
VM_003,1378787700,3.3,3.3357,3.4489,3.3688,3.3658,3.4,3.3331,3.3886,3.5106,0.0596,0.1597,0.0448,MEDIUM
VM_003,1378788000,3.6333,3.4116,3.5512,3.4994,3.3828,3.3804,3.3981,3.4335,3.5512,0.0795,0.1597,0.0504,MEDIUM
VM_003,1378788300,3.4,3.3579,3.4678,3.3935,3.3368,3.3861,3.3839,3.3921,3.5464,0.0732,0.16,0.0531,MEDIUM
VM_003,1378788600,3.4333,3.402,3.4931,3.3921,3.3364,3.3859,3.3204,3.3915,3.5182,0.0751,0.1591,0.0492,MEDIUM
VM_003,1378788900,3.6333,3.3816,3.4574,3.3625,3.3175,3.3424,3.2914,3.359,3.4665,0.0653,0.1573,0.0445,MEDIUM
VM_003,1378789200,3.3,3.3505,3.421,3.327,3.3375,3.3988,3.3345,3.3761,3.5228,0.0653,0.1594,0.0472,MEDIUM
VM_003,1378789500,3.1667,3.3405,3.4494,3.3639,3.3713,3.4098,3.348,3.3959,3.5309,0.0612,0.1618,0.0466,MEDIUM
VM_003,1378789800,3.7,3.3694,3.4519,3.3577,3.374,3.387,3.2974,3.3826,3.4828,0.0549,0.1656,0.0432,MEDIUM
VM_003,1378790100,3.4333,3.3231,3.4239,3.3456,3.3479,3.4164,3.3727,3.3871,3.5456,0.0685,0.1656,0.0508,MEDIUM
VM_003,1378790400,3.3333,3.3344,3.458,3.3751,3.3683,3.4279,3.3871,3.4072,3.5639,0.0684,0.163,0.0513,MEDIUM
VM_003,1378790700,3.6667,3.3894,3.5018,3.4297,3.3417,3.3886,3.3988,3.409,3.5525,0.0735,0.1681,0.053,MEDIUM
VM_003,1378791000,3.4,3.3673,3.4897,3.4126,3.354,3.4368,3.4422,3.4222,3.6013,0.0811,0.1618,0.0579,MEDIUM
VM_003,1378791300,3.3667,3.3466,3.4655,3.3898,3.3466,3.4036,3.3643,3.397,3.5504,0.0719,0.1625,0.0523,MEDIUM
VM_003,1378791600,3.6667,3.427,3.4885,3.3971,3.3631,3.3916,3.3284,3.4012,3.5114,0.0659,0.1605,0.0456,MEDIUM
VM_003,1378791900,3.4,3.3601,3.4754,3.4065,3.3774,3.4447,3.4257,3.4286,3.5982,0.0732,0.1588,0.0533,MEDIUM
VM_003,1378792200,3.3,3.4146,3.5263,3.44,3.4302,3.4444,3.3852,3.4507,3.5807,0.063,0.1588,0.0477,MEDIUM
VM_003,1378792500,3.6667,3.4069,3.4839,3.3965,3.3937,3.4251,3.3662,3.4225,3.5478,0.0573,0.1628,0.046,MEDIUM
VM_003,1378792800,3.5,3.3492,3.4589,3.3682,3.3916,3.4612,3.3857,3.4191,3.5698,0.0679,0.1604,0.0495,MEDIUM
VM_003,1378793100,3.4333,3.353,3.4255,3.3184,3.4033,3.4614,3.3187,3.4053,3.5336,0.0674,0.1599,0.046,MEDIUM
VM_003,1378793400,3.6667,3.3518,3.4235,3.3219,3.348,3.4126,3.3345,3.3821,3.5171,0.0605,0.1599,0.0462,MEDIUM
VM_003,1378793700,3.3,3.3233,3.4685,3.4069,3.3713,3.4255,3.4468,3.4201,3.5925,0.076,0.1624,0.0565,MEDIUM
VM_003,1378794000,3.3333,3.3393,3.4781,3.3977,3.3806,3.4346,3.4196,3.4231,3.5936,0.0752,0.1649,0.0567,MEDIUM
VM_003,1378794300,3.7,3.39,3.5123,3.4226,3.3558,3.3884,3.3696,3.4112,3.542,0.0754,0.1602,0.052,MEDIUM
VM_003,1378794600,3.4,3.3788,3.5435,3.4831,3.3946,3.4483,3.4939,3.4618,3.6415,0.09,0.1606,0.0611,MEDIUM
VM_003,1378794900,3.2,3.3648,3.4865,3.3892,3.3706,3.4391,3.3843,3.422,3.5862,0.0731,0.1662,0.0553,MEDIUM
VM_003,1378795200,3.6333,3.4021,3.5072,3.4306,3.3953,3.4099,3.3611,3.4302,3.5476,0.0669,0.1662,0.0479,MEDIUM
VM_003,1378795500,3.3333,3.3138,3.43,3.3465,3.373,3.4304,3.3735,3.3979,3.5512,0.067,0.1678,0.0512,MEDIUM
VM_003,1378795800,3.3,3.3154,3.4405,3.3619,3.3987,3.4421,3.3822,3.4141,3.5715,0.0685,0.1708,0.0522,MEDIUM
VM_003,1378796100,3.6,3.3133,3.4338,3.352,3.3405,3.3733,3.3349,3.3712,3.5029,0.0622,0.1694,0.0499,MEDIUM
VM_003,1378796400,3.3333,3.3061,3.4384,3.3669,3.369,3.4419,3.4144,3.4059,3.5773,0.0748,0.1682,0.0559,MEDIUM
VM_003,1378796700,3.3333,3.3093,3.4957,3.4344,3.412,3.4602,3.4416,3.4446,3.6148,0.0798,0.1592,0.0566,MEDIUM
VM_003,1378797000,3.6333,3.3466,3.4691,3.4104,3.3526,3.4212,3.4707,3.4178,3.6071,0.0859,0.1553,0.0601,MEDIUM
VM_003,1378797300,3.4667,3.2855,3.438,3.3854,3.3775,3.4365,3.4128,3.411,3.5909,0.0814,0.1553,0.056,MEDIUM
VM_003,1378797600,3.1667,3.2896,3.4436,3.3837,3.4057,3.4422,3.3857,3.4169,3.5731,0.0752,0.1645,0.0546,MEDIUM
VM_003,1378797900,3.6333,3.3318,3.4621,3.4043,3.4071,3.3936,3.3443,3.4105,3.5276,0.0654,0.1627,0.0459,MEDIUM
VM_003,1378798200,3.3,3.276,3.4197,3.3728,3.4159,3.4264,3.3717,3.4111,3.5559,0.0716,0.1653,0.0543,MEDIUM
VM_003,1378798500,3.4333,3.2979,3.4251,3.3586,3.455,3.4284,3.3015,3.4098,3.5132,0.068,0.1645,0.0466,MEDIUM
VM_003,1378798800,3.6667,3.3135,3.4198,3.3495,3.4036,3.3794,3.2876,3.383,3.4905,0.061,0.1645,0.0451,MEDIUM
VM_003,1378799100,3.4333,3.2735,3.436,3.3958,3.4124,3.4112,3.3708,3.4092,3.534,0.0697,0.1642,0.0519,MEDIUM
VM_003,1378799400,3.3667,3.297,3.4702,3.4209,3.4506,3.4483,3.3875,3.4406,3.5615,0.072,0.1621,0.0521,MEDIUM
VM_003,1378799700,3.6667,3.3241,3.4839,3.4248,3.384,3.3993,3.407,3.4179,3.557,0.0752,0.1621,0.052,MEDIUM
VM_003,1378800000,4.5,3.7939,3.6463,3.4449,3.0751,3.2962,3.307,3.3541,3.7939,0.2019,0.2686,0.1195,MEDIUM
VM_003,1378800300,3.3,3.3212,3.5336,3.5425,3.4508,3.4854,3.592,3.5041,3.7118,0.1034,0.2713,0.081,MEDIUM
VM_003,1378800600,3.5,3.4615,3.5538,3.4578,3.3321,3.4633,3.4291,3.4485,3.6514,0.102,0.2686,0.0793,MEDIUM
VM_003,1378800900,3.2667,3.3611,3.4975,3.3944,3.4834,3.5639,3.4147,3.4871,3.6423,0.0845,0.2697,0.0679,MEDIUM
VM_003,1378801200,3.3,3.2925,3.4243,3.3366,3.4136,3.4799,3.3485,3.4141,3.5798,0.0829,0.2706,0.0687,MEDIUM
VM_003,1378801500,3.6667,3.3222,3.4062,3.3282,3.4296,3.4069,3.2712,3.3954,3.5007,0.0611,0.2695,0.0617,MEDIUM
VM_003,1378801800,3.4333,3.2563,3.4219,3.368,3.4157,3.4366,3.4205,3.4216,3.6106,0.0828,0.2691,0.0764,MEDIUM
VM_003,1378802100,3.3333,3.2843,3.4535,3.4075,3.5343,3.4793,3.3859,3.4629,3.5928,0.0804,0.2645,0.0704,MEDIUM
VM_003,1378802400,3.6667,3.3091,3.4218,3.3636,3.4946,3.484,3.4004,3.4466,3.5754,0.0743,0.2654,0.0656,MEDIUM
VM_003,1378802700,3.4333,3.2686,3.4601,3.4283,3.4052,3.4308,3.4339,3.4308,3.591,0.0853,0.2637,0.072,MEDIUM
VM_003,1378803000,3.3667,3.2619,3.4465,3.4026,3.4108,3.4371,3.454,3.4285,3.612,0.0857,0.262,0.075,MEDIUM
VM_003,1378803300,3.5667,3.3417,3.4748,3.3971,3.3134,3.3364,3.3323,3.3743,3.5022,0.0779,0.2614,0.0653,MEDIUM
VM_003,1378803600,3.3333,3.2677,3.411,3.3716,3.3975,3.4239,3.4204,3.4117,3.5859,0.0795,0.2614,0.0712,MEDIUM
VM_003,1378803900,3.3667,3.263,3.3877,3.3155,3.3858,3.3962,3.3209,3.3733,3.5121,0.0677,0.2607,0.0629,MEDIUM
VM_003,1378804200,3.7,3.3253,3.4377,3.3791,3.377,3.3762,3.3715,3.3979,3.5356,0.0637,0.2626,0.0613,MEDIUM
VM_003,1378804500,3.4333,3.2601,3.4134,3.3567,3.3754,3.4065,3.3862,3.3903,3.5511,0.0727,0.2628,0.0681,MEDIUM
VM_003,1378804800,3.3667,3.291,3.4136,3.3234,3.4026,3.4698,3.4124,3.4175,3.5949,0.08,0.2551,0.0687,MEDIUM
VM_003,1378805100,3.6333,3.2939,3.4138,3.3482,3.4098,3.3963,3.291,3.3863,3.4777,0.0583,0.2551,0.0548,MEDIUM
VM_003,1378805400,3.3667,3.2684,3.4259,3.3777,3.4168,3.4383,3.402,3.4178,3.5638,0.0708,0.2532,0.0674,MEDIUM
VM_003,1378805700,3.4333,3.244,3.4043,3.3411,3.4205,3.418,3.3606,3.3949,3.5334,0.0709,0.2532,0.0667,MEDIUM
VM_003,1378806000,3.7667,3.3608,3.4855,3.427,3.4096,3.3991,3.3796,3.4206,3.536,0.0631,0.2567,0.0593,MEDIUM
VM_003,1378806300,3.4,3.3159,3.4573,3.3992,3.4069,3.4296,3.4094,3.4204,3.5763,0.0721,0.2573,0.0655,MEDIUM
VM_003,1378806600,3.2,3.319,3.4453,3.3702,3.4206,3.4274,3.341,3.412,3.5273,0.0626,0.2634,0.0584,MEDIUM
VM_003,1378806900,3.5667,3.3361,3.4539,3.3873,3.3831,3.3626,3.3114,3.3883,3.4808,0.0601,0.2614,0.0558,MEDIUM
VM_003,1378807200,3.4333,3.2752,3.4161,3.3488,3.3964,3.4182,3.4223,3.4044,3.5652,0.0712,0.1504,0.0536,MEDIUM
VM_003,1378807500,3.4333,3.2746,3.4158,3.3427,3.4509,3.4267,3.3451,3.4069,3.5243,0.0671,0.1469,0.0484,MEDIUM
VM_003,1378807800,3.6667,3.321,3.4325,3.365,3.4278,3.4151,3.3505,3.4079,3.513,0.0564,0.1529,0.0423,MEDIUM
VM_003,1378808100,3.4333,3.2725,3.426,3.3628,3.4188,3.4462,3.4224,3.419,3.5862,0.0776,0.1472,0.056,MEDIUM
VM_003,1378808400,3.4,3.2807,3.4434,3.378,3.4157,3.4373,3.4232,3.4241,3.5933,0.0757,0.1435,0.0554,MEDIUM
VM_003,1378808700,3.7,3.3572,3.5342,3.482,3.3972,3.4286,3.4892,3.4597,3.6436,0.0852,0.1456,0.0577,MEDIUM
VM_003,1378809000,3.4,3.3265,3.4712,3.4081,3.4289,3.4835,3.4879,3.458,3.6509,0.0822,0.1462,0.0571,MEDIUM
VM_003,1378809300,3.3,3.3095,3.4353,3.3669,3.4527,3.4711,3.4173,3.4419,3.5938,0.0732,0.1478,0.0526,MEDIUM
VM_003,1378809600,3.5667,3.3687,3.4707,3.3885,3.4746,3.4484,3.3665,3.4445,3.534,0.055,0.1434,0.0382,MEDIUM
VM_003,1378809900,3.4667,3.325,3.4669,3.416,3.4327,3.4149,3.4034,3.4326,3.5662,0.0622,0.1432,0.0469,MEDIUM
VM_003,1378810200,3.4667,3.3045,3.4343,3.372,3.4704,3.4141,3.3372,3.4188,3.5066,0.0614,0.1415,0.0421,MEDIUM
VM_003,1378810500,3.6667,3.3888,3.5222,3.4678,3.4581,3.4119,3.3991,3.455,3.5452,0.0616,0.1457,0.0412,MEDIUM
VM_003,1378810800,3.3667,3.3118,3.4701,3.4259,3.4604,3.4604,3.4575,3.4556,3.6069,0.0724,0.1444,0.0534,MEDIUM
VM_003,1378811100,3.3667,3.3199,3.4464,3.3742,3.4472,3.4489,3.3851,3.4323,3.5587,0.0642,0.1444,0.0468,MEDIUM
VM_003,1378811400,3.7667,3.3893,3.5131,3.4565,3.4426,3.4314,3.438,3.4608,3.6005,0.0676,0.1494,0.0499,MEDIUM
VM_003,1378811700,3.5,3.3119,3.5275,3.506,3.431,3.457,3.5428,3.4811,3.6964,0.0979,0.149,0.0646,MEDIUM
VM_003,1378812000,3.4,3.3582,3.4823,3.4013,3.4869,3.4917,3.4311,3.4692,3.6155,0.0702,0.148,0.0494,MEDIUM
VM_003,1378812300,3.6333,3.4234,3.5111,3.4288,3.4724,3.4806,3.4349,3.4753,3.6016,0.0603,0.148,0.0461,MEDIUM
VM_003,1378812600,3.3667,3.3122,3.4844,3.4472,3.4832,3.4728,3.4817,3.4724,3.645,0.08,0.148,0.0583,MEDIUM
VM_003,1378812900,3.4333,3.3121,3.4513,3.3931,3.4758,3.459,3.4033,3.4513,3.5912,0.07,0.148,0.052,MEDIUM
VM_003,1378813200,3.7,3.3734,3.5293,3.4896,3.4954,3.4587,3.4402,3.4854,3.6079,0.0668,0.1431,0.0461,MEDIUM
VM_003,1378813500,3.3667,3.3194,3.4939,3.4604,3.563,3.5214,3.4832,3.5072,3.6502,0.0803,0.1441,0.0576,MEDIUM
VM_003,1378813800,3.3333,3.3294,3.4732,3.4204,3.5495,3.5117,3.4218,3.4911,3.6171,0.0774,0.135,0.0513,MEDIUM
VM_003,1378814100,3.9667,3.4433,3.5578,3.4995,3.5214,3.4943,3.4577,3.5136,3.6332,0.0597,0.1661,0.0483,MEDIUM
VM_003,1378814400,3.5,3.4083,3.5455,3.4946,3.5248,3.4876,3.4653,3.5056,3.6393,0.065,0.1654,0.0512,MEDIUM
VM_003,1378814700,3.3667,3.3785,3.5108,3.4446,3.4986,3.4998,3.4707,3.4926,3.6464,0.0706,0.1673,0.0532,MEDIUM
VM_003,1378815000,3.6,3.4283,3.5862,3.5427,3.4716,3.4408,3.4755,3.4968,3.6304,0.079,0.165,0.0556,MEDIUM
VM_003,1378815300,3.4333,3.359,3.5257,3.4854,3.5029,3.5119,3.5466,3.511,3.7052,0.0864,0.165,0.0621,MEDIUM
VM_003,1378815600,3.4,3.3696,3.5472,3.4971,3.5343,3.5254,3.5118,3.527,3.6944,0.0808,0.165,0.0596,MEDIUM
VM_003,1378815900,3.7,3.448,3.6089,3.5684,3.5411,3.5071,3.5305,3.5507,3.7098,0.0774,0.165,0.0561,MEDIUM
VM_003,1378816200,3.4333,3.3695,3.5261,3.4512,3.4908,3.5048,3.5191,3.5015,3.7044,0.0869,0.1643,0.0612,MEDIUM
VM_003,1378816500,3.3333,3.3697,3.5289,3.4735,3.5792,3.5544,3.4854,3.5366,3.6872,0.0809,0.1626,0.0584,MEDIUM
VM_003,1378816800,3.7,3.4684,3.5883,3.5203,3.5566,3.5009,3.4562,3.5287,3.6405,0.0621,0.167,0.0486,MEDIUM
VM_003,1378817100,3.4333,3.4119,3.573,3.5438,3.5761,3.5311,3.5126,3.5465,3.7022,0.0739,0.1675,0.0558,MEDIUM
VM_003,1378817400,3.5,3.4114,3.5935,3.5596,3.6078,3.5293,3.4973,3.5564,3.6855,0.0761,0.1673,0.0539,MEDIUM
VM_003,1378817700,3.7333,3.4969,3.6473,3.5951,3.5583,3.5103,3.5197,3.5612,3.7054,0.0799,0.1705,0.0579,MEDIUM
VM_003,1378818000,3.3333,3.4349,3.6235,3.5865,3.5949,3.5542,3.5483,3.5736,3.7361,0.0828,0.1719,0.0594,MEDIUM
VM_003,1378818300,3.4,3.4794,3.6332,3.5739,3.6223,3.5471,3.469,3.5731,3.675,0.0704,0.1708,0.0484,MEDIUM
VM_003,1378818600,3.7333,3.5365,3.6455,3.5751,3.5822,3.5087,3.4635,3.5582,3.6539,0.0681,0.1688,0.0487,MEDIUM
VM_003,1378818900,3.5,3.4471,3.6225,3.5822,3.6023,3.5514,3.5434,3.5793,3.7366,0.0769,0.1688,0.0563,MEDIUM
VM_003,1378819200,3.4333,3.4305,3.5499,3.4962,3.5982,3.5454,3.5097,3.5441,3.6988,0.0768,0.1679,0.0544,MEDIUM
VM_003,1378819500,3.7,3.5444,3.6869,3.6315,3.6557,3.5727,3.5429,3.6194,3.7435,0.0738,0.1705,0.0526,MEDIUM
VM_003,1378819800,3.4667,3.467,3.6559,3.6265,3.6868,3.6219,3.6007,3.6347,3.7935,0.0844,0.1679,0.0602,MEDIUM
VM_003,1378820100,3.4333,3.5008,3.6927,3.6524,3.6859,3.6071,3.5559,3.6403,3.769,0.0781,0.1679,0.0533,MEDIUM
VM_003,1378820400,3.7333,3.5786,3.7389,3.6979,3.695,3.5856,3.5391,3.6513,3.7422,0.0789,0.1696,0.0486,MEDIUM
VM_003,1378820700,3.4667,3.5172,3.7521,3.7367,3.6814,3.6339,3.6694,3.6786,3.8627,0.0961,0.1668,0.0642,MEDIUM
VM_003,1378821000,3.4333,3.5463,3.7811,3.7519,3.7415,3.6675,3.6485,3.7087,3.865,0.0888,0.163,0.0586,MEDIUM
VM_003,1378821300,3.6667,3.6819,3.8153,3.7603,3.7372,3.6771,3.6069,3.7209,3.8372,0.0751,0.1376,0.0474,MEDIUM
VM_003,1378821600,3.4333,3.6326,3.7849,3.7226,3.7524,3.7279,3.6776,3.7329,3.9046,0.0815,0.1387,0.0551,MEDIUM
VM_003,1378821900,3.4,3.5961,3.7659,3.7177,3.7582,3.7106,3.6408,3.7277,3.8822,0.077,0.1373,0.0514,MEDIUM
VM_003,1378822200,3.6333,3.6313,3.7783,3.7412,3.7276,3.6696,3.6232,3.7162,3.8562,0.071,0.1383,0.0481,MEDIUM
VM_003,1378822500,3.4667,3.5823,3.7776,3.7487,3.7719,3.7154,3.6927,3.7395,3.9138,0.0851,0.1376,0.0569,MEDIUM
VM_003,1378822800,3.5,3.6116,3.7996,3.7501,3.8573,3.758,3.664,3.7754,3.9025,0.0841,0.1353,0.0518,MEDIUM
VM_003,1378823100,3.7,3.6866,3.8282,3.7757,3.7696,3.7173,3.6715,3.7581,3.8965,0.0723,0.1353,0.0492,MEDIUM
VM_003,1378823400,3.4,3.6329,3.8309,3.8056,3.7908,3.745,3.7514,3.7815,3.9658,0.088,0.1364,0.0574,MEDIUM
VM_003,1378823700,3.4,3.6449,3.8574,3.8251,3.8185,3.7638,3.7674,3.8056,3.9882,0.0883,0.1331,0.0577,MEDIUM
VM_003,1378824000,3.6333,3.7425,3.9198,3.873,3.7925,3.7344,3.743,3.8084,3.9645,0.0884,0.1299,0.0551,MEDIUM
VM_003,1378824300,4.6667,3.9627,4.1091,4.0479,3.844,3.8479,3.9529,3.9385,4.1598,0.1218,0.2659,0.0869,MEDIUM
VM_003,1378824600,8.5333,28.6644,11.9849,0.1869,4.1362,6.2051,3.7048,6.0338,28.6644,7.4875,1.046,0.5342,HIGH
VM_003,1378824900,8.3333,3.6723,3.3971,3.4636,3.5283,2.9816,3.3797,3.382,3.7727,0.2574,1.3985,0.273,HIGH
VM_003,1378825200,9.4667,64.6032,24.5231,0.0,6.9857,12.6807,6.1772,12.2653,64.6032,17.0865,1.7835,0.6289,HIGH
VM_003,1378825500,6.0667,1.6777,0.7342,1.1843,2.4292,1.7749,3.2683,2.0317,3.2683,0.7499,1.8124,0.5323,HIGH
VM_003,1378825800,6.6333,3.1305,2.124,1.8783,3.2176,3.6588,4.7329,3.0828,4.7744,1.0364,1.8659,0.6235,HIGH
VM_003,1378826100,6.5,2.5937,3.4449,3.243,3.0262,4.4981,6.4132,4.0662,7.5406,1.7345,1.8988,0.6437,HIGH
VM_003,1378826400,6.2333,3.0632,3.6344,3.2044,3.2432,3.6996,5.3713,3.9029,5.8915,0.888,1.9108,0.5797,HIGH
VM_003,1378826700,6.8333,4.3214,4.0902,3.7357,3.5653,3.4445,3.4948,3.6042,4.3214,0.2893,1.9459,0.3647,HIGH
VM_003,1378827000,6.4,5.8161,4.0931,3.5101,4.1955,2.4123,1.8056,3.4712,5.8161,1.1088,1.9484,0.65,HIGH
VM_003,1378827300,6.6667,4.4807,3.8246,3.2561,4.0315,3.8956,3.65,3.8116,4.4807,0.3308,1.9503,0.3961,HIGH
VM_003,1378827600,6.4,4.7451,3.7225,3.3307,3.8969,2.5382,1.5056,3.2453,4.7451,0.8662,1.9455,0.6328,HIGH
VM_003,1378827900,6.4,4.463,4.3071,3.8769,4.1196,4.0558,4.2778,4.0948,4.463,0.1786,1.9237,0.3276,HIGH
VM_003,1378828200,6.0,4.1547,3.9245,3.5718,3.7212,3.3868,3.4451,3.6075,4.1547,0.2231,1.8849,0.3369,HIGH
VM_003,1378828500,6.3,5.2149,5.2098,5.1729,4.6981,4.5301,4.9294,4.8444,5.2149,0.2875,1.8541,0.3366,HIGH
VM_003,1378828800,6.0333,4.4539,4.5352,4.2863,3.5857,3.7493,5.3399,4.2482,5.3399,0.5802,1.8007,0.4455,HIGH
VM_003,1378829100,6.0333,4.7899,4.7873,4.4454,4.3326,4.5891,4.7909,4.5595,4.8913,0.2161,1.7367,0.2996,HIGH
VM_003,1378829400,6.2667,4.1203,3.7829,3.4606,3.7365,3.8841,3.6214,3.7552,4.1203,0.218,1.6788,0.3024,HIGH
VM_003,1378829700,6.0667,5.0345,4.9719,4.7176,4.7708,4.9333,4.9964,4.8748,5.1456,0.166,1.599,0.264,HIGH
VM_003,1378830000,6.0,6.0818,3.1201,2.1882,4.1462,4.3844,6.0574,4.2201,6.0818,1.2648,1.5095,0.5937,HIGH
VM_003,1378830300,6.3667,4.445,4.8705,4.9288,5.0032,4.6407,4.479,4.7634,5.032,0.1956,1.4221,0.2519,HIGH
VM_003,1378830600,6.0,4.4351,4.9945,4.9632,5.7169,5.0129,4.5507,5.0289,5.7169,0.3685,1.2933,0.3176,HIGH
VM_003,1378830900,6.0,5.1759,5.8738,6.0417,6.2459,5.3523,4.6384,5.6222,6.3238,0.5389,1.1394,0.3455,HIGH
VM_003,1378831200,6.4,4.9724,5.2152,5.0931,4.976,4.5611,3.9689,4.7511,5.2152,0.3619,0.9743,0.2724,HIGH
VM_003,1378831500,6.0,5.2172,5.2623,5.1339,4.7524,4.7498,4.6285,4.9012,5.2623,0.208,0.8988,0.1903,HIGH
VM_003,1378831800,6.0333,6.7197,7.1457,7.2407,5.7231,5.7775,6.9399,6.3632,7.2407,0.6277,0.8024,0.3199,HIGH
VM_003,1378832100,6.3667,5.3797,5.2262,5.0739,4.5861,4.8909,5.2,4.9748,5.3797,0.2789,0.6981,0.1852,HIGH
VM_003,1378832400,6.0,9.5579,9.5219,9.5407,8.8702,9.3771,13.8358,9.8535,13.8358,1.8061,0.2491,0.432,HIGH
VM_003,1378832700,6.0667,5.2179,4.9211,4.9837,4.7876,6.3391,8.4715,5.7697,8.4715,1.2938,0.2491,0.432,HIGH
VM_003,1378833000,6.3667,5.1984,4.8826,4.9937,4.6146,6.0119,7.8727,5.5465,7.8727,1.104,0.2369,0.4193,HIGH
VM_003,1378833300,6.0667,5.0833,5.0508,5.0519,5.2123,6.1486,7.2187,5.6685,7.2187,0.8069,0.2326,0.3005,HIGH
VM_003,1378833600,6.0,4.9287,4.7751,4.6471,4.7999,5.0891,5.0537,4.8876,5.1718,0.1823,0.2369,0.0925,MEDIUM
VM_003,1378833900,6.6667,5.1481,5.1169,4.9256,5.0341,4.8335,4.5102,4.9063,5.1481,0.1638,0.2196,0.1036,MEDIUM
VM_003,1378834200,6.1,4.6123,4.6871,4.5799,4.5803,3.8043,3.6556,4.238,4.768,0.4114,0.2165,0.1596,MEDIUM
VM_003,1378834500,5.9,5.1589,5.5947,5.6116,5.3123,4.9917,4.8451,5.2295,5.6583,0.2756,0.1993,0.1217,MEDIUM
VM_003,1378834800,5.9,4.3637,4.8127,4.4558,4.3902,3.5693,3.6898,4.1237,4.8127,0.4201,0.1992,0.1726,MEDIUM
